260007,265028,15
271355,277902,15
281061,284224,15
284559,294662,28
294663,296307,15
296307,302714,28
303526,306075,15
306363,307395,13
307791,310061,28
312152,313467,28
313929,317446,15
319864,322033,15
322047,323720,28
324324,325017,13
325018,325743,27
325744,327632,15
330000,331691,15
336336,341734,15
341735,349078,28
349438,351371,13
352374,354377,15
354684,358190,28
363000,366069,15
366070,368987,28
370959,372892,15
376728,377817,15
377818,379555,28
380952,386994,28
388245,390282,15
390456,391083,27
393360,395241,28
395242,396198,15
396199,402798,28
402799,403293,13
403294,404966,28
404967,408309,15
410821,415404,28
415405,416209,13
416210,418287,28
418288,419247,13
419248,421344,15
425007,426953,28
428538,430327,15
435006,439494,28
439495,440154,27
441507,444885,28
450252,452852,28
455170,460344,28
460345,461736,13
461737,466353,28
466354,467438,13
467439,469204,28
469204,470349,13
470350,476177,28
477180,479457,28
479458,481140,13
481140,482720,15
482721,483780,15
485727,486816,15
486817,487869,28
488268,490017,13
490018,490941,28
492525,495191,13
496553,497667,28
