1016.124,1016.599,9
1016.736,1016.939,9
1016.94,1017.347,28
1017.45,1017.687,28
1017.892,1018.265,28
1018.266,1018.435,3
1018.436,1018.843,25
1018.844,1019.047,3
1019.048,1019.489,28
1019.49,1019.863,3
1019.864,1024.045,25
1024.046,1024.623,3
1024.624,1024.725,25
1024.726,1025.643,3
1025.644,1025.847,5
1026.12,1028.941,28
1028.942,1029.077,5
1029.078,1029.247,28
1029.248,1029.451,3
1029.452,1030.029,25
1030.03,1030.165,3
1030.166,1030.811,28
1030.812,1031.015,3
1031.492,1031.661,26
1031.764,1031.865,9
1032.002,1032.103,3
1032.104,1032.613,25
1032.614,1033.225,3
1033.226,1033.463,28
1033.464,1033.565,3
1034.484,1034.619,3
1034.62,1034.789,28
1035.198,1035.367,28
1035.844,1038.223,28
1038.292,1038.427,3
1038.428,1038.529,25
1038.53,1038.665,3
1038.666,1038.903,28
1038.904,1039.039,3
1039.04,1039.515,25
1039.516,1040.229,3
1040.332,1041.623,28
1041.998,1042.473,28
1042.474,1042.643,3
1042.644,1043.153,25
1043.154,1043.323,3
1043.324,1043.731,28
1043.732,1043.867,3
1043.868,1044.037,25
1044.038,1044.139,3
1044.14,1044.513,28
1044.514,1044.683,3
1044.99,1045.975,28
1046.248,1050.327,28
1050.328,1050.667,3
1050.668,1050.939,25
1050.94,1051.279,3
1051.586,1051.721,28
1051.722,1051.891,3
1051.892,1052.333,25
1052.334,1052.979,3
1052.98,1053.251,25
1053.252,1053.421,3
1053.422,1053.931,28
1053.932,1054.543,3
1054.544,1054.815,25
1054.816,1055.257,3
1055.258,1055.427,28
1055.428,1055.495,3
1055.496,1055.835,25
1055.836,1055.971,3
1055.972,1056.243,28
1056.244,1056.753,3
1057.094,1057.195,3
1057.196,1057.467,25
